# fmn-dmath ground-truth vectors (input bits -> correctly rounded f64 bits)
# generated by scripts/gen_dmath_vectors.py at mpmath prec=150 — regenerate, never hand-edit
0000000000000000	0000000000000000	0000000000000000
bfc0b21642c85910	c001bd37a6f4de9c	c008a9a65b3c113c
bfc0b21642c85910	bfff4de9bd37a6f5	c00899a67091335f
bfc0b21642c85910	bffb21642c8590b2	c00884c0bf72214a
bfc0b21642c85910	bff6f4de9bd37a70	c008684f702f7c75
bfc0b21642c85910	bff2c8590b21642d	c0083f5b13741c77
bfc0b21642c85910	bfed37a6f4de9bd4	c007ff6067fcc98a
bfc0b21642c85910	bfe4de9bd37a6f50	c0078db734b4bab7
bfc0b21642c85910	bfd90b21642c8590	c0068f095fdf593b
bfc0b21642c85910	bfc0b21642c85910	c002d97c7f3321d2
bfc0b21642c85910	3fc0b21642c85900	bfe921fb54442d28
bfc0b21642c85910	3fd90b21642c8590	bfd4978fa3269ee7
bfc0b21642c85910	3fe4de9bd37a6f4c	bfc94441f8f72615
bfc0b21642c85910	3fed37a6f4de9bd4	bfc229aec47638e1
bfc0b21642c85910	3ff2c8590b21642c	bfbc54081a021439
bfc0b21642c85910	3ff6f4de9bd37a70	bfb7357c82961474
bfc0b21642c85910	3ffb21642c8590b0	bfb3a7529a4179d1
bfc0b21642c85910	3fff4de9bd37a6f4	bfb10a9c765f3729
bfc0b21642c85910	4001bd37a6f4de9c	bfae153e4206f6fd
bfc0b21642c85910	4003d37a6f4de9bc	bfaaec2ac3e295a8
bfc0b21642c85910	4005e9bd37a6f4de	bfa85cd000d56b50
bfc0b21642c85910	4008000000000000	bfa63f321d60889d
3fc0b21642c85900	c008000000000000	4008c8fe8bceaaf6
3fc0b21642c85900	c005e9bd37a6f4df	4008c0881440d76b
3fc0b21642c85900	c003d37a6f4de9bd	4008b64aa934a2c2
3fc0b21642c85900	c001bd37a6f4de9c	4008a9a65b3c113d
3fc0b21642c85900	bfff4de9bd37a6f5	400899a670913360
3fc0b21642c85900	bffb21642c8590b2	400884c0bf72214a
3fc0b21642c85900	bff6f4de9bd37a70	4008684f702f7c75
3fc0b21642c85900	bff2c8590b21642d	40083f5b13741c77
3fc0b21642c85900	bfed37a6f4de9bd4	4007ff6067fcc98b
3fc0b21642c85900	bfe4de9bd37a6f50	40078db734b4bab9
3fc0b21642c85900	bfd90b21642c8590	40068f095fdf593e
3fc0b21642c85900	bfc0b21642c85910	4002d97c7f3321d6
3fc0b21642c85900	3fc0b21642c85900	3fe921fb54442d18
3fc0b21642c85900	3fd90b21642c8590	3fd4978fa3269ed5
3fc0b21642c85900	3fe4de9bd37a6f4c	3fc94441f8f725fd
3fc0b21642c85900	3fed37a6f4de9bd4	3fc229aec47638d0
3fc0b21642c85900	3ff2c8590b21642c	3fbc54081a02141e
3fc0b21642c85900	3ff6f4de9bd37a70	3fb7357c8296145e
3fc0b21642c85900	3ffb21642c8590b0	3fb3a7529a4179be
3fc0b21642c85900	3fff4de9bd37a6f4	3fb10a9c765f3719
3fc0b21642c85900	4001bd37a6f4de9c	3fae153e4206f6e0
3fc0b21642c85900	4003d37a6f4de9bc	3faaec2ac3e2958e
3fc0b21642c85900	4005e9bd37a6f4de	3fa85cd000d56b38
3fc0b21642c85900	4008000000000000	3fa63f321d608888
3fd90b21642c8590	c008000000000000	40081859d869d54d
3fd90b21642c8590	c005e9bd37a6f4df	4007ff6067fcc98b
3fd90b21642c8590	c003d37a6f4de9bd	4007e142d82322ea
3fd90b21642c8590	c001bd37a6f4de9c	4007bc40ca9216fe
3fd90b21642c8590	bfff4de9bd37a6f5	40078db734b4bab8
3fd90b21642c8590	bffb21642c8590b2	4007517f6a2ae17f
3fd90b21642c8590	bff6f4de9bd37a70	400700b29327680f
3fd90b21642c8590	bff2c8590b21642d	40068f095fdf593c
3fd90b21642c8590	bfed37a6f4de9bd4	4005e4c36ca0118a
3fd90b21642c8590	bfe4de9bd37a6f50	4004cf33dec5e9e0
3fd90b21642c8590	bfd90b21642c8590	4002d97c7f3321d2
3fd90b21642c8590	bfc0b21642c85910	3ffe47df3d0dd4d2
3fd90b21642c8590	3fc0b21642c85900	3ff3fc176b7a8563
3fd90b21642c8590	3fd90b21642c8590	3fe921fb54442d18
3fd90b21642c8590	3fe4de9bd37a6f4c	3fe14b1dd5f90ce2
3fd90b21642c8590	3fed37a6f4de9bd4	3fd9e9bf3d20dc70
3fd90b21642c8590	3ff2c8590b21642c	3fd4978fa3269ee1
3fd90b21642c8590	3ff6f4de9bd37a70	3fd10a4608e62849
3fd90b21642c8590	3ffb21642c8590b0	3fcd07bea194b993
3fd90b21642c8590	3fff4de9bd37a6f4	3fc94441f8f7260b
3fd90b21642c8590	4001bd37a6f4de9c	3fc65ba89b2161aa
3fd90b21642c8590	4003d37a6f4de9bc	3fc40b87c210a2e6
3fd90b21642c8590	4005e9bd37a6f4de	3fc229aec47638dd
3fd90b21642c8590	4008000000000000	3fc09a17bda57cad
3fe4de9bd37a6f4c	c008000000000000	40076b95e1aa0c4a
3fe4de9bd37a6f4c	c005e9bd37a6f4df	4007434695983773
3fe4de9bd37a6f4c	c003d37a6f4de9bd	400712fb97e1e343
3fe4de9bd37a6f4c	c001bd37a6f4de9c	4006d825fdaafadb
3fe4de9bd37a6f4c	bfff4de9bd37a6f5	40068f095fdf593c
3fe4de9bd37a6f4c	bffb21642c8590b2	400632027e829b4c
3fe4de9bd37a6f4c	bff6f4de9bd37a70	4005b83fa76fbdb1
3fe4de9bd37a6f4c	bff2c8590b21642d	40051371ab22738c
3fe4de9bd37a6f4c	bfed37a6f4de9bd4	40042bb5f776eb80
3fe4de9bd37a6f4c	bfe4de9bd37a6f50	4002d97c7f3321d3
3fe4de9bd37a6f4c	bfd90b21642c8590	4000e3c51fa059c5
3fe4de9bd37a6f4c	bfc0b21642c85910	3ffc4a83936311db
3fe4de9bd37a6f4c	3fc0b21642c85900	3ff5f97315254859
3fe4de9bd37a6f4c	3fd90b21642c8590	3ff07c6c6947a6a7
3fe4de9bd37a6f4c	3fe4de9bd37a6f4c	3fe921fb54442d18
3fe4de9bd37a6f4c	3fed37a6f4de9bd4	3fe3d9157335065f
3fe4de9bd37a6f4c	3ff2c8590b21642c	3fe03a26a486e630
3fe4de9bd37a6f4c	3ff6f4de9bd37a70	3fdb4ddd66a37b3d
3fe4de9bd37a6f4c	3ffb21642c8590b0	3fd77fc6ae0c8e61
3fe4de9bd37a6f4c	3fff4de9bd37a6f4	3fd4978fa3269ee0
3fe4de9bd37a6f4c	4001bd37a6f4de9c	3fd24eaab4c991ec
3fe4de9bd37a6f4c	4003d37a6f4de9bc	3fd077fde3124eaa
3fe4de9bd37a6f4c	4005e9bd37a6f4de	3fcdeb4beabf5a55
3fe4de9bd37a6f4c	4008000000000000	3fcb665729a20cdf
3fed37a6f4de9bd4	c008000000000000	4006c4eb3e58b1ee
3fed37a6f4de9bd4	c005e9bd37a6f4df	40068f095fdf593c
3fed37a6f4de9bd4	c003d37a6f4de9bd	40064f0eb4680650
3fed37a6f4de9bd4	c001bd37a6f4de9c	40060204be520694
3fed37a6f4de9bd4	bfff4de9bd37a6f5	4005a3c4f2e49eb5
3fed37a6f4de9bd4	bffb21642c8590b2	40052e63cbf6f7b3
3fed37a6f4de9bd4	bff6f4de9bd37a70	40049952004c912e
3fed37a6f4de9bd4	bff2c8590b21642d	4003d82a5408834e
3fed37a6f4de9bd4	bfed37a6f4de9bd4	4002d97c7f3321d2
3fed37a6f4de9bd4	bfe4de9bd37a6f50	4001874306ef5825
3fed37a6f4de9bd4	bfd90b21642c8590	3fff9c6b238c6434
3fed37a6f4de9bd4	bfc0b21642c85910	3ffb67312cd2f434
3fed37a6f4de9bd4	3fc0b21642c85900	3ff6dcc57bb565fe
3fed37a6f4de9bd4	3fd90b21642c8590	3ff2a78b84fbf5fc
3fed37a6f4de9bd4	3fe4de9bd37a6f4c	3fee6ae1355353d1
3fed37a6f4de9bd4	3fed37a6f4de9bd4	3fe921fb54442d18
3fed37a6f4de9bd4	3ff2c8590b21642c	3fe5274400eea72b
3fed37a6f4de9bd4	3ff6f4de9bd37a70	3fe222a54fde6fa8
3fed37a6f4de9bd4	3ffb21642c8590b0	3fdf9cbc4269ab2d
3fed37a6f4de9bd4	3fff4de9bd37a6f4	3fdbf1b30afc731c
3fed37a6f4de9bd4	4001bd37a6f4de9c	3fd8ffb4af913425
3fed37a6f4de9bd4	4003d37a6f4de9bc	3fd69764fee13645
3fed37a6f4de9bd4	4005e9bd37a6f4de	3fd4978fa3269ee2
3fed37a6f4de9bd4	4008000000000000	3fd2e880af5bd953
3ff2c8590b21642c	c008000000000000	4006261a57aca652
3ff2c8590b21642c	c005e9bd37a6f4df	4005e4c36ca0118a
3ff2c8590b21642c	c003d37a6f4de9bd	400597ffd521f2aa
3ff2c8590b21642c	c001bd37a6f4de9c	40053ccfe79b8f8e
3ff2c8590b21642c	bfff4de9bd37a6f5	4004cf33dec5e9e0
3ff2c8590b21642c	bffb21642c8590b2	400449d387509221
3ff2c8590b21642c	bff6f4de9bd37a70	4003a59b934a3835
3ff2c8590b21642c	bff2c8590b21642d	4002d97c7f3321d2
3ff2c8590b21642c	bfed37a6f4de9bd4	4001daceaa5dc057
3ff2c8590b21642c	bfe4de9bd37a6f50	40009f875343d019
3ff2c8590b21642c	bfd90b21642c8590	3ffe47df3d0dd4d1
3ff2c8590b21642c	bfc0b21642c85910	3ffae73bd5e44e5c
3ff2c8590b21642c	3fc0b21642c85900	3ff75cbad2a40bd6
3ff2c8590b21642c	3fd90b21642c8590	3ff3fc176b7a8560
3ff2c8590b21642c	3fe4de9bd37a6f4c	3ff104e80200ba00
3ff2c8590b21642c	3fed37a6f4de9bd4	3fed1cb2a799b305
3ff2c8590b21642c	3ff2c8590b21642c	3fe921fb54442d18
3ff2c8590b21642c	3ff6f4de9bd37a70	3fe5f17f03e7d38e
3ff2c8590b21642c	3ffb21642c8590b0	3fe3609f33ce6be0
3ff2c8590b21642c	3fff4de9bd37a6f4	3fe14b1dd5f90ce1
3ff2c8590b21642c	4001bd37a6f4de9c	3fdf295b6544ec4f
3ff2c8590b21642c	4003d37a6f4de9bc	3fdc4fdbf911d375
3ff2c8590b21642c	4005e9bd37a6f4de	3fd9e9bf3d20dc71
3ff2c8590b21642c	4008000000000000	3fd7df07e4bc3633
3ff6f4de9bd37a70	c008000000000000	4005905b8b09f7c1
3ff6f4de9bd37a70	c005e9bd37a6f4df	400545cb66141f4c
3ff6f4de9bd37a70	c003d37a6f4de9bd	4004ef333421a553
3ff6f4de9bd37a70	c001bd37a6f4de9c	400489ce32c7e50d
3ff6f4de9bd37a70	bfff4de9bd37a6f5	4004121cb53cd826
3ff6f4de9bd37a70	bffb21642c8590b2	400383c272726984
3ff6f4de9bd37a70	bff6f4de9bd37a70	4002d97c7f3321d2
3ff6f4de9bd37a70	bff2c8590b21642d	40020d5d6b1c0b70
3ff6f4de9bd37a70	bfed37a6f4de9bd4	400119a6fe19b276
3ff6f4de9bd37a70	bfe4de9bd37a6f50	3ffff572aded0be9
3ff6f4de9bd37a70	bfd90b21642c8590	3ffd648cd67db72a
3ff6f4de9bd37a70	bfc0b21642c85910	3ffa95531c6d8e60
3ff6f4de9bd37a70	3fc0b21642c85900	3ff7aea38c1acbd2
3ff6f4de9bd37a70	3fd90b21642c8590	3ff4df69d20aa306
3ff6f4de9bd37a70	3fe4de9bd37a6f4c	3ff24e83fa9b4e49
3ff6f4de9bd37a70	3fed37a6f4de9bd4	3ff010a8ac54f544
3ff6f4de9bd37a70	3ff2c8590b21642c	3fec5277a4a086a3
3ff6f4de9bd37a70	3ff6f4de9bd37a70	3fe921fb54442d18
3ff6f4de9bd37a70	3ffb21642c8590b0	3fe678e387470e52
3ff6f4de9bd37a70	3fff4de9bd37a6f4	3fe43f7a7c1d53c8
3ff6f4de9bd37a70	4001bd37a6f4de9c	3fe260b485f1202e
3ff6f4de9bd37a70	4003d37a6f4de9bc	3fe0cb20808a1f18
3ff6f4de9bd37a70	4005e9bd37a6f4de	3fdee17f71806e66
3ff6f4de9bd37a70	4008000000000000	3fdc8cfe49d1aabd
3ffb21642c8590b0	c008000000000000	40050462addc64d7
3ffb21642c8590b0	c005e9bd37a6f4df	4004b2c28f83450b
3ffb21642c8590b0	c003d37a6f4de9bd	4004551433f00783
3ffb21642c8590b0	c001bd37a6f4de9c	4003e8f3acb51f93
3ffb21642c8590b0	bfff4de9bd37a6f5	40036b86251cd70f
3ffb21642c8590b0	bffb21642c8590b2	4002d97c7f3321d3
3ffb21642c8590b0	bff6f4de9bd37a70	40022f368bf3da21
3ffb21642c8590b0	bff2c8590b21642d	400169257715b184
3ffb21642c8590b0	bfed37a6f4de9bd4	40008495326f4bf2
3ffb21642c8590b0	bfe4de9bd37a6f50	3fff01ecffc750b2
3ffb21642c8590b0	bfd90b21642c8590	3ffcc2f32876c44b
3ffb21642c8590b0	bfc0b21642c85910	3ffa5c707de844b5
3ffb21642c8590b0	3fc0b21642c85900	3ff7e7862aa0157c
3ffb21642c8590b0	3fd90b21642c8590	3ff58103801195e6
3ffb21642c8590b0	3fe4de9bd37a6f4c	3ff34209a8c10980
3ffb21642c8590b0	3fed37a6f4de9bd4	3ff13acc43a9c24d
3ffb21642c8590b0	3ff2c8590b21642c	3feee35774b9ee51
3ffb21642c8590b0	3ff6f4de9bd37a70	3febcb1321414bde
3ffb21642c8590b0	3ffb21642c8590b0	3fe921fb54442d18
3ffb21642c8590b0	3fff4de9bd37a6f4	3fe6d9d4bc9d5827
3ffb21642c8590b0	4001bd37a6f4de9c	3fe4e41e9e3c3614
3ffb21642c8590b0	4003d37a6f4de9bc	3fe3339c81509658
3ffb21642c8590b0	4005e9bd37a6f4de	3fe1bce31303a035
3ffb21642c8590b0	4008000000000000	3fe07662999f2107
3fff4de9bd37a6f4	c008000000000000	400482704747cb00
3fff4de9bd37a6f4	c005e9bd37a6f4df	40042bb5f776eb80
3fff4de9bd37a6f4	c003d37a6f4de9bd	4003c95334d30df5
3fff4de9bd37a6f4	c001bd37a6f4de9c	40035951ee0fd5ca
3fff4de9bd37a6f4	bfff4de9bd37a6f5	4002d97c7f3321d2
3fff4de9bd37a6f4	bffb21642c8590b2	40024772d9496c96
3fff4de9bd37a6f4	bff6f4de9bd37a70	4001a0dc49296b7e
3fff4de9bd37a6f4	bff2c8590b21642d	4000e3c51fa059c5
3fff4de9bd37a6f4	bfed37a6f4de9bd4	40000f340b81a4f0
3fff4de9bd37a6f4	bfe4de9bd37a6f50	3ffe47df3d0dd4d1
3fff4de9bd37a6f4	bfd90b21642c8590	3ffc4a83936311da
3fff4de9bd37a6f4	bfc0b21642c85910	3ffa32a51baa208b
3fff4de9bd37a6f4	3fc0b21642c85900	3ff811518cde39a7
3fff4de9bd37a6f4	3fd90b21642c8590	3ff5f97315254857
3fff4de9bd37a6f4	3fe4de9bd37a6f4c	3ff3fc176b7a8560
3fff4de9bd37a6f4	3fed37a6f4de9bd4	3ff2258e91851051
3fff4de9bd37a6f4	3ff2c8590b21642c	3ff07c6c6947a6a8
3fff4de9bd37a6f4	3ff6f4de9bd37a70	3fee047c2c6b0669
3fff4de9bd37a6f4	3ffb21642c8590b0	3feb6a21ebeb020a
3fff4de9bd37a6f4	3fff4de9bd37a6f4	3fe921fb54442d18
3fff4de9bd37a6f4	4001bd37a6f4de9c	3fe722a598d15d39
3fff4de9bd37a6f4	4003d37a6f4de9bc	3fe562a07dc47c90
3fff4de9bd37a6f4	4005e9bd37a6f4de	3fe3d91573350661
3fff4de9bd37a6f4	4008000000000000	3fe27e2c33f18862
4001bd37a6f4de9c	c008000000000000	40040a69b5b09ea2
4001bd37a6f4de9c	c005e9bd37a6f4df	4003b04637a2bd5e
4001bd37a6f4de9c	c003d37a6f4de9bd	40034b25b27b30a5
4001bd37a6f4de9c	c001bd37a6f4de9c	4002d97c7f3321d2
4001bd37a6f4de9c	bfff4de9bd37a6f5	400259a710566ddb
4001bd37a6f4de9c	bffb21642c8590b2	4001ca0551b12411
4001bd37a6f4de9c	bff6f4de9bd37a70	4001292acb9e5e98
4001bd37a6f4de9c	bff2c8590b21642d	4000762916cab416
4001bd37a6f4de9c	bfed37a6f4de9bd4	3fff61e880287a22
4001bd37a6f4de9c	bfe4de9bd37a6f50	3ffdb5a601769194
4001bd37a6f4de9c	bfd90b21642c8590	3ffbed7067a8594e
4001bd37a6f4de9c	bfc0b21642c85910	3ffa12a5465464d0
4001bd37a6f4de9c	3fc0b21642c85900	3ff831516233f561
4001bd37a6f4de9c	3fd90b21642c8590	3ff6568640e000e3
4001bd37a6f4de9c	3fe4de9bd37a6f4c	3ff48e50a711c89d
4001bd37a6f4de9c	3fed37a6f4de9bd4	3ff2e20e285fe00f
4001bd37a6f4de9c	3ff2c8590b21642c	3ff157a47af2f205
4001bd37a6f4de9c	3ff6f4de9bd37a70	3fefe34222973a03
4001bd37a6f4de9c	3ffb21642c8590b0	3fed5fd80a4c241c
4001bd37a6f4de9c	3fff4de9bd37a6f4	3feb21510fb6fcf7
4001bd37a6f4de9c	4001bd37a6f4de9c	3fe921fb54442d18
4001bd37a6f4de9c	4003d37a6f4de9bc	3fe75b568723f1ce
4001bd37a6f4de9c	4005e9bd37a6f4de	3fe5c6d47285bee9
4001bd37a6f4de9c	4008000000000000	3fe45e467a4e39d7
4003d37a6f4de9bc	c008000000000000	40039bf2897eaa16
4003d37a6f4de9bc	c005e9bd37a6f4df	40033fcd15916c4f
4003d37a6f4de9bc	c003d37a6f4de9bd	4002d97c7f3321d2
4003d37a6f4de9bc	c001bd37a6f4de9c	400267d34beb1300
4003d37a6f4de9bc	bfff4de9bd37a6f5	4001e9a5c99335b0
4003d37a6f4de9bc	bffb21642c8590b2	40015de4ca763c22
4003d37a6f4de9bc	bff6f4de9bd37a70	4000c3c5ca449e52
4003d37a6f4de9bc	bff2c8590b21642d	40001af9294450fb
4003d37a6f4de9bc	bfed37a6f4de9bd4	3ffec7d493fc7aaa
4003d37a6f4de9bc	bfe4de9bd37a6f50	3ffd3ffacd08c0c3
4003d37a6f4de9bc	bfd90b21642c8590	3ffba36c4c864175
4003d37a6f4de9bc	bfc0b21642c85910	3ff9f95caa6341c6
4003d37a6f4de9bc	3fc0b21642c85900	3ff84a99fe25186c
4003d37a6f4de9bc	3fd90b21642c8590	3ff6a08a5c0218bc
4003d37a6f4de9bc	3fe4de9bd37a6f4c	3ff503fbdb7f996e
4003d37a6f4de9bc	3fed37a6f4de9bd4	3ff37c22148bdf87
4003d37a6f4de9bc	3ff2c8590b21642c	3ff20e0455ffb83b
4003d37a6f4de9bc	3ff6f4de9bd37a70	3ff0bc6b13ff1d8c
4003d37a6f4de9bc	3ffb21642c8590b0	3fef105a2737c3d9
4003d37a6f4de9bc	3fff4de9bd37a6f4	3fece1562ac3dda1
4003d37a6f4de9bc	4001bd37a6f4de9c	3feae8a021646863
4003d37a6f4de9bc	4003d37a6f4de9bc	3fe921fb54442d18
4003d37a6f4de9bc	4005e9bd37a6f4de	3fe788b8facb0325
4003d37a6f4de9bc	4008000000000000	3fe618232b160c0b
4005e9bd37a6f4de	c008000000000000	40033683608fdfc2
4005e9bd37a6f4de	c005e9bd37a6f4df	4002d97c7f3321d2
4005e9bd37a6f4de	c003d37a6f4de9bd	4002732be8d4d756
4005e9bd37a6f4de	c001bd37a6f4de9c	400202b2c6c38646
4005e9bd37a6f4de	bfff4de9bd37a6f5	4001874306ef5824
4005e9bd37a6f4de	bffb21642c8590b2	400100366ee2fe9a
4005e9bd37a6f4de	bff6f4de9bd37a70	40006d2d98522459
4005e9bd37a6f4de	bff2c8590b21642d	3fff9c6b238c6435
4005e9bd37a6f4de	bfed37a6f4de9bd4	3ffe47df3d0dd4d1
4005e9bd37a6f4de	bfe4de9bd37a6f50	3ffcdf64d19c1864
4005e9bd37a6f4de	bfd90b21642c8590	3ffb67312cd2f434
4005e9bd37a6f4de	bfc0b21642c85910	3ff9e4e1d44ad873
4005e9bd37a6f4de	3fc0b21642c85900	3ff85f14d43d81bf
4005e9bd37a6f4de	3fd90b21642c8590	3ff6dcc57bb565fd
4005e9bd37a6f4de	3fe4de9bd37a6f4c	3ff56491d6ec41ce
4005e9bd37a6f4de	3fed37a6f4de9bd4	3ff3fc176b7a8560
4005e9bd37a6f4de	3ff2c8590b21642c	3ff2a78b84fbf5fc
4005e9bd37a6f4de	3ff6f4de9bd37a70	3ff1699b77e4117f
4005e9bd37a6f4de	3ffb21642c8590b0	3ff04389cac25cfe
4005e9bd37a6f4de	3fff4de9bd37a6f4	3fee6ae1355353d0
4005e9bd37a6f4de	4001bd37a6f4de9c	3fec7d2236029b47
4005e9bd37a6f4de	4003d37a6f4de9bc	3feabb3dadbd570b
4005e9bd37a6f4de	4005e9bd37a6f4de	3fe921fb54442d18
4005e9bd37a6f4de	4008000000000000	3fe7addfced13558
4008000000000000	c008000000000000	4002d97c7f3321d2
4008000000000000	c005e9bd37a6f4df	40027c759dd663e2
4008000000000000	c003d37a6f4de9bd	4002170674e7998f
4008000000000000	c001bd37a6f4de9c	4001a88f48b5a502
4008000000000000	bfff4de9bd37a6f5	40013088b71e78a5
4008000000000000	bffb21642c8590b2	4000ae965089dece
4008000000000000	bff6f4de9bd37a70	4000229d735c4be4
4008000000000000	bff2c8590b21642d	3fff19bd4d733aa5
4008000000000000	bfed37a6f4de9bd4	3ffddc1b801b236d
4008000000000000	bfe4de9bd37a6f50	3ffc8ec639786eb5
4008000000000000	bfd90b21642c8590	3ffb353e4bf8dcae
4008000000000000	bfc0b21642c85910	3ff9d3f4e52f315d
4008000000000000	3fc0b21642c85900	3ff87001c35928d4
4008000000000000	3fd90b21642c8590	3ff70eb85c8f7d83
4008000000000000	3fe4de9bd37a6f4c	3ff5b5306f0feb7c
4008000000000000	3fed37a6f4de9bd4	3ff467db286d36c3
4008000000000000	3ff2c8590b21642c	3ff32a395b151f8b
4008000000000000	3ff6f4de9bd37a70	3ff1febbc1cfc269
4008000000000000	3ffb21642c8590b0	3ff0e6ca07749c95
4008000000000000	3fff4de9bd37a6f4	3fefc5ca7496d1ce
4008000000000000	4001bd37a6f4de9c	3fede5b02e3a2059
4008000000000000	4003d37a6f4de9bc	3fec2bd37d724e25
4008000000000000	4005e9bd37a6f4de	3fea9616d9b724d9
4008000000000000	4008000000000000	3fe921fb54442d18
