# The Parity Ledger (§16.1).
#
# GENERATED from API_SCHEMA.tsv + API_OVERLAY.tsv by
# fmn_conformance::schema — regenerate, never hand-edit.
# Reference pin: 6199a00d4c1b1127ebe45cb629c3f22538b10e13
#
# Regenerate:  UPDATE_API_ARTIFACTS=1 cargo test -p fmn-conformance \
#                  --test api_schema
#
# module	symbol	canonical	kind	exported	signature_defaults	status	evidence	tests	notes
fmn.cli	batch	batch	cli_command	0	-	improved	BN-15	crates/fmn-cli/src/lib.rs#tests	Render a bounded multi-scene farm under asupersync
manimlib.constants	YELLOW_A	YELLOW_A	constant	1	default=manim_config.colors.yellow_a	same	crates/fmn-core/src/constants.rs	crates/fmn-core/tests/parity.rs	resolves the lightest yellow shade matching the pinned palette
manimlib.constants	YELLOW_B	YELLOW_B	constant	1	default=manim_config.colors.yellow_b	same	crates/fmn-core/src/constants.rs	crates/fmn-core/tests/parity.rs	resolves the light-medium yellow shade matching the pinned palette
manimlib.constants	YELLOW_C	YELLOW_C	constant	1	default=manim_config.colors.yellow_c	same	crates/fmn-core/src/constants.rs	crates/fmn-core/tests/parity.rs	resolves the median yellow shade matching the pinned palette
manimlib.constants	YELLOW_D	YELLOW_D	constant	1	default=manim_config.colors.yellow_d	same	crates/fmn-core/src/constants.rs	crates/fmn-core/tests/parity.rs	resolves the medium-dark yellow shade matching the pinned palette
manimlib.constants	YELLOW_E	YELLOW_E	constant	1	default=manim_config.colors.yellow_e	same	crates/fmn-core/src/constants.rs	crates/fmn-core/tests/parity.rs	resolves the darkest yellow shade matching the pinned palette
manimlib.constants	Y_AXIS	Y_AXIS	constant	1	default=np.array([0.0, 1.0, 0.0])	same	crates/fmn-core/src/constants.rs	crates/fmn-core/tests/parity.rs	defines the unit Y-axis direction vector [0, 1, 0]
manimlib.constants	Z_AXIS	Z_AXIS	constant	1	default=np.array([0.0, 0.0, 1.0])	same	crates/fmn-core/src/constants.rs	crates/fmn-core/tests/parity.rs	defines the unit Z-axis direction vector [0, 0, 1]
manimlib.event_handler	EVENT_DISPATCHER	EVENT_DISPATCHER	constant	1	default=EventDispatcher()	same	scripts/manim_ref/manimlib/event_handler/__init__.py	crates/fmn-python/tests/bridge.py	global singleton EventDispatcher instance
manimlib.event_handler.event_dispatcher	EventDispatcher	EventDispatcher	class	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	central event dispatcher managing listeners, mouse positions, and key states
manimlib.event_handler.event_dispatcher	EventDispatcher.__init__	EventDispatcher.__init__	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	initializes empty listener set and zeroed mouse and key tracking state
manimlib.event_handler.event_dispatcher	EventDispatcher.add_listner	EventDispatcher.add_listener	method	0	(self[positional_or_keyword], event_listner[positional_or_keyword]:EventListener)	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	registers an event listener
manimlib.event_handler.event_dispatcher	EventDispatcher.dispatch	EventDispatcher.dispatch	method	0	(self[positional_or_keyword], event_type[positional_or_keyword]:EventType, **event_data[var_keyword])	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	dispatches events to registered listeners and updates tracking state
manimlib.event_handler.event_dispatcher	EventDispatcher.get_listners_count	EventDispatcher.get_listeners_count	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	returns total count of registered listeners
manimlib.event_handler.event_dispatcher	EventDispatcher.get_mouse_drag_point	EventDispatcher.get_mouse_drag_point	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	returns current mouse drag location Point mobject
manimlib.event_handler.event_dispatcher	EventDispatcher.get_mouse_point	EventDispatcher.get_mouse_point	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	returns current mouse position Point mobject
manimlib.event_handler.event_dispatcher	EventDispatcher.is_key_pressed	EventDispatcher.is_key_pressed	method	0	(self[positional_or_keyword], symbol[positional_or_keyword]:int)	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	returns true if given key symbol is currently depressed
manimlib.event_handler.event_dispatcher	EventDispatcher.remove_listner	EventDispatcher.remove_listener	method	0	(self[positional_or_keyword], event_listner[positional_or_keyword]:EventListener)	same	scripts/manim_ref/manimlib/event_handler/event_dispatcher.py	crates/fmn-python/tests/bridge.py	unregisters an event listener
manimlib.event_handler.event_listner	EventListener	EventListener	class	1	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject, event_type[positional_or_keyword]:EventType, event_callback[positional_or_keyword]:Callable[[Mobject, dict[str]]])	same	scripts/manim_ref/manimlib/event_handler/event_listner.py	crates/fmn-python/tests/bridge.py	pairs a mobject target, event type filter, and callback handler
manimlib.event_handler.event_listner	EventListener.__init__	EventListener.__init__	method	0	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject, event_type[positional_or_keyword]:EventType, event_callback[positional_or_keyword]:Callable[[Mobject, dict[str]]])	same	scripts/manim_ref/manimlib/event_handler/event_listner.py	crates/fmn-python/tests/bridge.py	validates mobject type and stores callback configuration
manimlib.event_handler.event_type	EventType	EventType	class	1	bases=Enum	same	scripts/manim_ref/manimlib/event_handler/event_type.py	crates/fmn-python/tests/bridge.py	enum of supported window, keyboard, and mouse event categories
manimlib.event_handler.event_type	EventType.KeyPressEvent	EventType.KeyPressEvent	attribute	0	default='key_press_event'	same	scripts/manim_ref/manimlib/event_handler/event_type.py	crates/fmn-python/tests/bridge.py	key press event string constant
manimlib.event_handler.event_type	EventType.KeyReleaseEvent	EventType.KeyReleaseEvent	attribute	0	default='key_release_event'	same	scripts/manim_ref/manimlib/event_handler/event_type.py	crates/fmn-python/tests/bridge.py	key release event string constant
manimlib.event_handler.event_type	EventType.MouseDragEvent	EventType.MouseDragEvent	attribute	0	default='mouse_drag_event'	same	scripts/manim_ref/manimlib/event_handler/event_type.py	crates/fmn-python/tests/bridge.py	mouse drag event string constant
manimlib.event_handler.event_type	EventType.MouseMotionEvent	EventType.MouseMotionEvent	attribute	0	default='mouse_motion_event'	same	scripts/manim_ref/manimlib/event_handler/event_type.py	crates/fmn-python/tests/bridge.py	mouse motion event string constant
manimlib.event_handler.event_type	EventType.MousePressEvent	EventType.MousePressEvent	attribute	0	default='mouse_press_event'	same	scripts/manim_ref/manimlib/event_handler/event_type.py	crates/fmn-python/tests/bridge.py	mouse press event string constant
manimlib.event_handler.event_type	EventType.MouseReleaseEvent	EventType.MouseReleaseEvent	attribute	0	default='mouse_release_event'	same	scripts/manim_ref/manimlib/event_handler/event_type.py	crates/fmn-python/tests/bridge.py	mouse release event string constant
manimlib.event_handler.event_type	EventType.MouseScrollEvent	EventType.MouseScrollEvent	attribute	0	default='mouse_scroll_event'	same	scripts/manim_ref/manimlib/event_handler/event_type.py	crates/fmn-python/tests/bridge.py	mouse scroll event string constant
manimlib.extract_scene	BlankScene	BlankScene	class	0	bases=InteractiveScene	same	crates/fmn-python/python/manimlib_bootstrap.py	crates/fmn-python/tests/bridge.py	the empty-scene base is bound in the portal bootstrap
manimlib.extract_scene	BlankScene.construct	BlankScene.construct	method	0	(self[positional_or_keyword])	same	crates/fmn-python/python/manimlib_bootstrap.py	crates/fmn-python/tests/bridge.py	the empty-scene construct is the inherited no-op
manimlib.extract_scene	compute_total_frames	compute_total_frames	function	0	(scene_class[positional_or_keyword], scene_config[positional_or_keyword])	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-scene/src/runtime.rs	frame counts derive from the rational clock and the scene runtime
manimlib.extract_scene	get_indent	get_indent	function	0	(code_lines[positional_or_keyword]:list[str], line_number[positional_or_keyword]:int)	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-cli/tests/runtime_boundary.rs	source-text rewriting is not part of the front-door contracts
manimlib.extract_scene	get_module	get_module	function	0	(run_config[positional_or_keyword]:Dict)	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-cli/tests/runtime_boundary.rs	the portal assembles modules schema-driven with list-scenes discovery
manimlib.extract_scene	get_scene_classes	get_scene_classes	function	0	(module[positional_or_keyword]:Optional[Module])	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-python/python/manimlib_bootstrap.py	the portal discovers scene classes from the schema-assembled module
manimlib.extract_scene	get_scenes_to_render	get_scenes_to_render	function	0	(all_scene_classes[positional_or_keyword]:list, scene_config[positional_or_keyword]:Dict, run_config[positional_or_keyword]:Dict)	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-cli/tests/runtime_boundary.rs	scene selection is CLI arguments and portal discovery, never prompts
manimlib.extract_scene	insert_embed_line_to_module	insert_embed_line_to_module	function	0	(module[positional_or_keyword]:Module, run_config[positional_or_keyword]:Dict)	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-studio/src/supervisor.rs	source rewriting for embed is replaced by supervised worker iteration
manimlib.extract_scene	is_child_scene	is_child_scene	function	0	(obj[positional_or_keyword], module[positional_or_keyword])	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-python/python/manimlib_bootstrap.py	the portal discovers scene classes from the schema-assembled module
manimlib.extract_scene	main	main	function	0	(scene_config[positional_or_keyword]:Dict, run_config[positional_or_keyword]:Dict)	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-cli/src/lib.rs	scene execution is the standalone CPython-free binary
manimlib.extract_scene	note_missing_scenes	note_missing_scenes	function	0	(arg_names[positional_or_keyword], module_names[positional_or_keyword])	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-cli/tests/runtime_boundary.rs	unknown scenes fail with named errors before publication
manimlib.extract_scene	prompt_user_for_choice	prompt_user_for_choice	function	0	(scene_classes[positional_or_keyword])	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-cli/tests/runtime_boundary.rs	scene selection is CLI arguments and portal discovery, never prompts
manimlib.extract_scene	scene_from_class	scene_from_class	function	0	(scene_class[positional_or_keyword], scene_config[positional_or_keyword]:Dict, run_config[positional_or_keyword]:Dict)	excluded	OOT-REFERENCE-SCENE-EXTRACTION	crates/fmn-python/python/manimlib_bootstrap.py	the portal constructs scenes through the typed bridge
manimlib.logger	FORMAT	FORMAT	constant	0	default='%(message)s'	excluded	OOT-REFERENCE-LOGGER	crates/fmn-cli/tests/runtime_boundary.rs	console output is the robot-mode NDJSON contract and owned tracing
manimlib.logger	__all__	__all__	constant	0	default=['log']	excluded	OOT-REFERENCE-LOGGER	crates/fmn-cli/tests/runtime_boundary.rs	console output is the robot-mode NDJSON contract and owned tracing
manimlib.logger	log	log	constant	1	default=logging.getLogger('manimgl')	excluded	OOT-REFERENCE-LOGGER	crates/fmn-cli/tests/runtime_boundary.rs	console output is the robot-mode NDJSON contract and owned tracing
manimlib.mobject.boolean_ops	Difference	Difference	class	1	(self[positional_or_keyword], subject[positional_or_keyword]:VMobject, clip[positional_or_keyword]:VMobject, **kwargs[var_keyword])	same	crates/fmn-geom/src/boolean/mod.rs	crates/fmn-python/tests/bridge.py	computes boolean difference between vmobjects via Chisel curve-boolean pipeline
manimlib.mobject.boolean_ops	Difference.__init__	Difference.__init__	method	0	(self[positional_or_keyword], subject[positional_or_keyword]:VMobject, clip[positional_or_keyword]:VMobject, **kwargs[var_keyword])	same	crates/fmn-geom/src/boolean/mod.rs	crates/fmn-python/tests/bridge.py	constructs difference between vmobjects
manimlib.mobject.boolean_ops	Exclusion	Exclusion	class	1	(self[positional_or_keyword], *vmobjects[var_positional]:VMobject, **kwargs[var_keyword])	same	crates/fmn-geom/src/boolean/mod.rs	crates/fmn-python/tests/bridge.py	computes symmetric difference / XOR between vmobjects via Chisel curve-boolean pipeline
manimlib.mobject.boolean_ops	Exclusion.__init__	Exclusion.__init__	method	0	(self[positional_or_keyword], *vmobjects[var_positional]:VMobject, **kwargs[var_keyword])	same	crates/fmn-geom/src/boolean/mod.rs	crates/fmn-python/tests/bridge.py	constructs exclusion between vmobjects
manimlib.mobject.boolean_ops	Intersection	Intersection	class	1	(self[positional_or_keyword], *vmobjects[var_positional]:VMobject, **kwargs[var_keyword])	same	crates/fmn-geom/src/boolean/mod.rs	crates/fmn-python/tests/bridge.py	computes boolean intersection between vmobjects via Chisel curve-boolean pipeline
manimlib.mobject.boolean_ops	Intersection.__init__	Intersection.__init__	method	0	(self[positional_or_keyword], *vmobjects[var_positional]:VMobject, **kwargs[var_keyword])	same	crates/fmn-geom/src/boolean/mod.rs	crates/fmn-python/tests/bridge.py	constructs intersection between vmobjects
manimlib.mobject.boolean_ops	Union	Union	class	1	(self[positional_or_keyword], *vmobjects[var_positional]:VMobject, **kwargs[var_keyword])	same	crates/fmn-geom/src/boolean/mod.rs	crates/fmn-python/tests/bridge.py	computes boolean union across vmobjects via Chisel curve-boolean pipeline
manimlib.mobject.boolean_ops	Union.__init__	Union.__init__	method	0	(self[positional_or_keyword], *vmobjects[var_positional]:VMobject, **kwargs[var_keyword])	same	crates/fmn-geom/src/boolean/mod.rs	crates/fmn-python/tests/bridge.py	constructs union across vmobjects
manimlib.mobject.boolean_ops	_convert_skia_path_to_vmobject	_convert_skia_path_to_vmobject	function	0	(path[positional_or_keyword]:pathops.Path, vmobject[positional_or_keyword]:VMobject)	excluded	OOT-SKIAPATH-INTERNAL	crates/fmn-geom/src/boolean/mod.rs	Reference skia-pathops C extension conversion helper is replaced by Chisel's sovereign curve-boolean pipeline
manimlib.mobject.boolean_ops	_convert_vmobject_to_skia_path	_convert_vmobject_to_skia_path	function	0	(vmobject[positional_or_keyword]:VMobject)	excluded	OOT-SKIAPATH-INTERNAL	crates/fmn-geom/src/boolean/mod.rs	Reference skia-pathops C extension conversion helper is replaced by Chisel's sovereign curve-boolean pipeline
manimlib.mobject.boolean_ops	pathops	pathops	leaked_import	1	-	excluded	OOT-LEAKED-PATHOPS-IMPORT	crates/fmn-geom/src/boolean/mod.rs	third-party skia-pathops dependency is not part of manimlib's public API surface
manimlib.mobject.changing	AnimatedBoundary	AnimatedBoundary	class	1	(self[positional_or_keyword], vmobject[positional_or_keyword]:VMobject, colors[positional_or_keyword]:List[ManimColor]=[BLUE_D, BLUE_B, BLUE_E, GREY_BROWN], max_stroke_width[positional_or_keyword]:float=3.0, cycle_rate[positional_or_keyword]:float=0.5, back_and_forth[positional_or_keyword]:bool=True, draw_rate_func[positional_or_keyword]:Callable[[float], float]=smooth, fade_rate_func[positional_or_keyword]:Callable[[float], float]=smooth, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	is the authored VGroup of two stroke copies that cycle a growing and fading outline
manimlib.mobject.changing	AnimatedBoundary.__init__	AnimatedBoundary.__init__	method	0	(self[positional_or_keyword], vmobject[positional_or_keyword]:VMobject, colors[positional_or_keyword]:List[ManimColor]=[BLUE_D, BLUE_B, BLUE_E, GREY_BROWN], max_stroke_width[positional_or_keyword]:float=3.0, cycle_rate[positional_or_keyword]:float=0.5, back_and_forth[positional_or_keyword]:bool=True, draw_rate_func[positional_or_keyword]:Callable[[float], float]=smooth, fade_rate_func[positional_or_keyword]:Callable[[float], float]=smooth, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	copies the outlined VMobject twice, stores the color cycle, and registers the dt updater
manimlib.mobject.changing	AnimatedBoundary.full_family_become_partial	AnimatedBoundary.full_family_become_partial	method	0	(self[positional_or_keyword], mob1[positional_or_keyword]:VMobject, mob2[positional_or_keyword]:VMobject, a[positional_or_keyword]:float, b[positional_or_keyword]:float)	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	zips pointful family members and applies pointwise_become_partial over the declared alpha window
manimlib.mobject.changing	AnimatedBoundary.update_boundary_copies	AnimatedBoundary.update_boundary_copies	method	0	(self[positional_or_keyword], dt[positional_or_keyword]:float)	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	advances the altered-rate clock and restyles the growing and fading copies through the color cycle
manimlib.mobject.changing	TracedPath	TracedPath	class	1	(self[positional_or_keyword], traced_point_func[positional_or_keyword]:Callable[[], Vect3], time_traced[positional_or_keyword]:float=np.inf, time_per_anchor[positional_or_keyword]:float=1.0 / 15, stroke_color[positional_or_keyword]:ManimColor=DEFAULT_MOBJECT_COLOR, stroke_width[positional_or_keyword]:float | Iterable[float]=2.0, stroke_opacity[positional_or_keyword]:float=1.0, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	is the authored VMobject path grown from a traced-point callable every frame
manimlib.mobject.changing	TracedPath.__init__	TracedPath.__init__	method	0	(self[positional_or_keyword], traced_point_func[positional_or_keyword]:Callable[[], Vect3], time_traced[positional_or_keyword]:float=np.inf, time_per_anchor[positional_or_keyword]:float=1.0 / 15, stroke_color[positional_or_keyword]:ManimColor=DEFAULT_MOBJECT_COLOR, stroke_width[positional_or_keyword]:float | Iterable[float]=2.0, stroke_opacity[positional_or_keyword]:float=1.0, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	stores the callable window and stroke config then registers update_path as a dt updater
manimlib.mobject.changing	TracedPath.update_path	TracedPath.update_path	method	0	(self[positional_or_keyword], dt[positional_or_keyword]:float)	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	appends the traced point, trims the finite window, and rebuilds a smooth stroke
manimlib.mobject.changing	TracingTail	TracingTail	class	1	(self[positional_or_keyword], mobject_or_func[positional_or_keyword]:Mobject | Callable[[], np.ndarray], time_traced[positional_or_keyword]:float=1.0, stroke_color[positional_or_keyword]:ManimColor=DEFAULT_MOBJECT_COLOR, stroke_width[positional_or_keyword]:float | Iterable[float]=(0, 3), stroke_opacity[positional_or_keyword]:float | Iterable[float]=(0, 1), **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	is the finite-window tracer over a mobject center or point-returning callable with tapered stroke
manimlib.mobject.changing	TracingTail.__init__	TracingTail.__init__	method	0	(self[positional_or_keyword], mobject_or_func[positional_or_keyword]:Mobject | Callable[[], np.ndarray], time_traced[positional_or_keyword]:float=1.0, stroke_color[positional_or_keyword]:ManimColor=DEFAULT_MOBJECT_COLOR, stroke_width[positional_or_keyword]:float | Iterable[float]=(0, 3), stroke_opacity[positional_or_keyword]:float | Iterable[float]=(0, 1), **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/changing.py	crates/fmn-python/tests/bridge.py	routes a bound mobject onto the native tracer and a callable onto TracedPath's Python updater with the tail tapers
manimlib.mobject.coordinate_systems	Axes	Axes	class	1	(self[positional_or_keyword], x_range[positional_or_keyword]:RangeSpecifier=DEFAULT_X_RANGE, y_range[positional_or_keyword]:RangeSpecifier=DEFAULT_Y_RANGE, axis_config[positional_or_keyword]:dict=dict(), x_axis_config[positional_or_keyword]:dict=dict(), y_axis_config[positional_or_keyword]:dict=dict(), height[positional_or_keyword]:float | None=None, width[positional_or_keyword]:float | None=None, unit_size[positional_or_keyword]:float=1.0, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the authored VGroup+CoordinateSystem pair over Atlas's native two-axis builder
manimlib.mobject.coordinate_systems	Axes.__init__	Axes.__init__	method	0	(self[positional_or_keyword], x_range[positional_or_keyword]:RangeSpecifier=DEFAULT_X_RANGE, y_range[positional_or_keyword]:RangeSpecifier=DEFAULT_Y_RANGE, axis_config[positional_or_keyword]:dict=dict(), x_axis_config[positional_or_keyword]:dict=dict(), y_axis_config[positional_or_keyword]:dict=dict(), height[positional_or_keyword]:float | None=None, width[positional_or_keyword]:float | None=None, unit_size[positional_or_keyword]:float=1.0, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	builds live x and y NumberLine children from the two-or-three-term range surface and optional width height unit_size configs
manimlib.mobject.coordinate_systems	Axes.add_coordinate_labels	Axes.add_coordinate_labels	method	0	(self[positional_or_keyword], x_values[positional_or_keyword]:Iterable[float] | None=None, y_values[positional_or_keyword]:Iterable[float] | None=None, excluding[positional_or_keyword]:Iterable[float]=[0], **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	hangs native DecimalNumber shells on each axis through the declared values excluding list and font_size
manimlib.mobject.coordinate_systems	Axes.coords_to_point	Axes.coords_to_point	method	0	(self[positional_or_keyword], *coords[var_positional]:float | VectN)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	sums live axis number_to_point offsets from the origin over the supplied coordinate prefix
manimlib.mobject.coordinate_systems	Axes.create_axis	Axes.create_axis	method	0	(self[positional_or_keyword], range_terms[positional_or_keyword]:RangeSpecifier, axis_config[positional_or_keyword]:dict, length[positional_or_keyword]:float | None)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	builds the native NumberLine over the requested range and shifts its zero to the origin
manimlib.mobject.coordinate_systems	Axes.default_axis_config	Axes.default_axis_config	attribute	0	default=dict()	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the empty shared axis-config class default merged under per-axis overrides
manimlib.mobject.coordinate_systems	Axes.default_x_axis_config	Axes.default_x_axis_config	attribute	0	default=dict()	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the empty x-axis-config class default merged after the shared axis config
manimlib.mobject.coordinate_systems	Axes.default_y_axis_config	Axes.default_y_axis_config	attribute	0	default=dict(line_to_number_direction=LEFT)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	defaults line_to_number_direction to LEFT for y-axis number placement
manimlib.mobject.coordinate_systems	Axes.get_all_ranges	Axes.get_all_ranges	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	returns the live x_range and y_range pair
manimlib.mobject.coordinate_systems	Axes.get_axes	Axes.get_axes	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	returns the identity-preserving axes VGroup of live x and y children
manimlib.mobject.coordinate_systems	Axes.point_to_coords	Axes.point_to_coords	method	0	(self[positional_or_keyword], point[positional_or_keyword]:Vect3 | Vect3Array)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	projects a point onto each live axis and maps the proportions back to numeric coordinates
manimlib.mobject.coordinate_systems	ComplexPlane	ComplexPlane	class	1	bases=NumberPlane	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the authored NumberPlane subclass that maps complex numbers through the 2D grid
manimlib.mobject.coordinate_systems	ComplexPlane.add_coordinate_labels	ComplexPlane.add_coordinate_labels	method	0	(self[positional_or_keyword], numbers[positional_or_keyword]:list[complex] | None=None, skip_first[positional_or_keyword]:bool=True, font_size[positional_or_keyword]:int=36, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	hangs native complex-plane labels from optional numbers skip_first and font_size onto coordinate_labels
manimlib.mobject.coordinate_systems	ComplexPlane.get_default_coordinate_values	ComplexPlane.get_default_coordinate_values	method	0	(self[positional_or_keyword], skip_first[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	returns tick values skipping the first with imaginary y entries and zeros dropped
manimlib.mobject.coordinate_systems	ComplexPlane.get_unit_size	ComplexPlane.get_unit_size	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	reports the live x-axis unit scale over the complex grid
manimlib.mobject.coordinate_systems	ComplexPlane.n2p	ComplexPlane.n2p	method	0	(self[positional_or_keyword], number[positional_or_keyword]:complex | float | np.array)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the number_to_point abbreviation over the complex grid
manimlib.mobject.coordinate_systems	ComplexPlane.number_to_point	ComplexPlane.number_to_point	method	0	(self[positional_or_keyword], number[positional_or_keyword]:complex | float | np.array)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	maps a complex number through coords_to_point of its real and imaginary parts
manimlib.mobject.coordinate_systems	ComplexPlane.p2n	ComplexPlane.p2n	method	0	(self[positional_or_keyword], point[positional_or_keyword]:Vect3)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the point_to_number abbreviation over the complex grid
manimlib.mobject.coordinate_systems	ComplexPlane.point_to_number	ComplexPlane.point_to_number	method	0	(self[positional_or_keyword], point[positional_or_keyword]:Vect3)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	reconstructs a complex number from the live inverse coordinate pair
manimlib.mobject.coordinate_systems	CoordinateSystem	CoordinateSystem	class	1	(self[positional_or_keyword], x_range[positional_or_keyword]:RangeSpecifier=DEFAULT_X_RANGE, y_range[positional_or_keyword]:RangeSpecifier=DEFAULT_Y_RANGE, num_sampled_graph_points_per_tick[positional_or_keyword]:int=5)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	is the abstract ABC mixin owning graph sampling labels and axis projections
manimlib.mobject.coordinate_systems	CoordinateSystem.__init__	CoordinateSystem.__init__	method	0	(self[positional_or_keyword], x_range[positional_or_keyword]:RangeSpecifier=DEFAULT_X_RANGE, y_range[positional_or_keyword]:RangeSpecifier=DEFAULT_Y_RANGE, num_sampled_graph_points_per_tick[positional_or_keyword]:int=5)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	stores full_range_specifier x and y ranges and the graph-sampling tick density
manimlib.mobject.coordinate_systems	CoordinateSystem.angle_of_tangent	CoordinateSystem.angle_of_tangent	method	0	(self[positional_or_keyword], x[positional_or_keyword]:float, graph[positional_or_keyword]:ParametricCurve, dx[positional_or_keyword]:float=EPSILON)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	measures the epsilon-separated secant angle through Chisel's planar angle kernel
manimlib.mobject.coordinate_systems	CoordinateSystem.bind_graph_to_func	CoordinateSystem.bind_graph_to_func	method	0	(self[positional_or_keyword], graph[positional_or_keyword]:VMobject, func[positional_or_keyword]:Callable[[VectN], VectN], jagged[positional_or_keyword]:bool=False, get_discontinuities[positional_or_keyword]:Optional[Callable[[], Vect3]]=None)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	refreshes live graph points with vectorized functions, optional discontinuities, and declared smoothing
manimlib.mobject.coordinate_systems	CoordinateSystem.c2p	CoordinateSystem.c2p	method	0	(self[positional_or_keyword], *coords[var_positional]:float)	same	scripts/manim_ref/manimlib/mobject/coordinate_systems.py	crates/fmn-python/tests/bridge.py	delegates the abbreviation to the concrete live coordinate transform
